Transcript,SRR27137980,SRR27137981,SRR27137982,SRR27137983,SRR27137984,SRR27137985,SRR27137986,SRR27137987,SRR27137988,SRR27137989,SRR27137990,SRR27137991,SRR27137992,SRR27137993,SRR27137994,SRR27137995,SRR27137996,SRR27137997
ESW13135,1,1,1,1,1,3,2,7,2,0,0,3,6,4,2,2,0,0
ESW13935,32,21.031,21,19.424,10.22,20.996,16.071,36.447,14,11,11,28.41,22.619,21,7,19,27.047,27.848
ESW12120,6,1.264,0,2,2.539,5,3.006,1.264,5.44,1.819,2.002,2.098,2,1,0,3,1,2
ESW12121,0,1.736,1,1,1.463,0,0.994,1.736,5.56,3.181,1.998,1.902,1,1,1,0,2,0
ESW12947,2.001,3.002,0,0,4,0,2,0,0,3,0,4,4,0,1,3,5,0
ESW12946,0,0,1,3.007,0,1,0,4,1,0,3,0,0,0,0,0,0,1
ESW14301,1389.172,1272.607,1489.139,1289.481,1797.644,1801.355,1217.964,1373.166,1944.743,1389.107,1328.226,1425.595,1274.889,1593.371,1750.935,1957.213,1652.427,1821.561
ESW13651,1034.872,212.375,180.114,228.603,400.333,303.957,311.415,404.949,302.23,192,222.373,356.208,298.978,380.073,207.281,751.66,154.62,129.282
ESW13650,11.196,0,0,0,0,0,0,6.087,0,0,2.682,0,0,0,0,8.803,3.387,0
ESW13270,200.404,175.98,185.954,201.776,141.096,224.649,132.259,210.132,182.203,167.99,112,187.717,154.605,180.261,127.995,199.345,173.028,173.318
ESW14484,637.654,541.498,637.36,601.816,562.53,458.679,412.767,651.005,628.892,518.167,476.7,543.272,536.178,607.79,568.056,749.63,503.312,572.087
ESW13926,127.44,100.184,177.504,118.417,246.438,110.541,94.701,195.193,134.904,85,102,126.349,129.578,127.312,118.884,151,172.063,196.709
ESW11533,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ESW13905,2,1,0,1,0,0,1,0,0,1,1,0,0,1,0,2,1,1
ESW14164,161.261,136.699,172.996,163.491,195.209,210,146.451,157.826,159.711,134,106,145,98.339,127.897,101,176,106.14,158.091
ESW13385,622.001,672.094,697.122,755.658,670.534,558.848,469.575,883.464,622.183,487.104,453.885,689.216,651.873,702.698,443,697.79,793.104,980.305
ESW11568,471.484,347.628,375.134,454.749,416.488,531.4,361.085,703.677,306.945,195.849,247.854,337.787,327.977,308.352,226.995,456.627,529.82,478.337
ESW11569,32.916,58.181,0,35.511,49.892,67.617,78.02,82.951,17.558,36.167,19.146,23.871,41.146,83.41,0,0,85.153,79.227
ESW13065,187.279,220.813,190.174,235.239,193.709,193.639,179.438,320.254,328.88,274.339,227.093,237.755,243.985,252.873,295.613,318.076,367.427,339.277
ESW11561,0,0,1.02,0,1.009,1.032,1.015,1.01,2.039,1.018,1.012,0,1.007,0,1.012,1.015,0,0
ESW11961,11,7,3.001,6,6,11,10,7,10,12,11,9,6,7,9,7,5,4
ESW11083,764.289,726.695,802.538,762.239,850.076,978.665,699.021,867.338,887.524,768.757,638.238,726.294,703.874,765.993,657.192,914.697,781.376,834.983
ESW11082,256.155,261.431,310.935,306.002,251.353,298.218,219.712,293.562,312.175,252.277,221.137,296.895,244.681,349.538,217.119,324.367,246.447,298.975
ESW14137,53,24,32.018,39,83.69,43,49,40.01,49,35,41,48,55,58.02,50,53,30,34.122
ESW11861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW13773,7.999,3,16,3,3,2,1,4,2.164,4,2,4.002,4,3.348,1,6.005,4,3.001
ESW11722,50,21,39.081,14,22,30.051,14.014,31.006,16,11,10,36.003,30,17.038,23,28,23.026,23.083
ESW11125,483.979,528.158,421.443,589.527,485.101,401.021,345.456,423.811,749.27,602,532.015,469.236,399.671,503.829,574.269,666.177,387.403,389.07
ESW13665,0,0,0,0,0,0,0,0,0,0,0,0,63.437,0,0,0,89.902,36.12
ESW13664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW13663,0,0,31.619,0,27.56,58.009,0,0,70.074,0,60.904,0,0,0,50.761,0,0,0
ESW13662,468.057,270.814,317.784,289.777,432.909,336.727,349.786,356.752,366.736,307.046,256.107,420.574,263.046,400.242,302.151,486.859,215.092,256.056
ESW14362,603,706.267,1077.326,704.846,993.484,915.253,680.261,1324.177,783.144,581.655,724.036,892.997,791.214,984.463,837.801,874.751,1320.684,1701.868
ESW14440,11682.286,12538.288,13259.818,14779.691,8836.063,14333.692,10736.448,18289.828,14742.129,10267.582,8866.295,13306.19,12574.958,13948.819,7007.68,11600.356,14455.026,16736.673
ESW12176,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW12423,0,2.212,1.974,1,5.283,1,0,1,1.175,1,1.331,4,2.262,1,0,0,0,1
ESW11624,173.707,138.572,182.113,175.81,202.249,254.515,144.713,194.934,285.441,264.335,201.198,219.268,222.909,226.033,231.228,260.988,163.268,171.856
ESW11623,19.296,15.847,23.398,0,57.079,25.292,34.844,8.386,68.684,38.899,41.912,32.938,0,26.967,24.608,7.015,0,0
ESW13094,3,5,6,4.001,16,7,4,9,3,2,1,0,3,9,5,9.394,7,10
ESW13685,411.367,396.778,286.694,562.272,530.659,155.258,195.803,267.209,19.842,13,168,332.087,219.379,383.626,105,364.55,163.86,193.933
ESW11794,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
ESW11748,0,0,0,0,0,0,12.228,0,10.766,0,8.672,8.669,8.688,27.864,16.599,16.991,0,0
ESW11753,234.471,176.062,193.266,111.14,244.369,180.559,162.466,172.782,186.751,0,143.8,131.443,168.814,164.468,173.407,235.556,0,158.112
ESW11751,0,0,0,46.357,0,0,0,0,0,7.882,0,0,0,0,0,0,0,0
ESW11752,0,0,0,48.375,34.896,36.463,0,36.681,37.102,233.195,38.546,39.364,0,0,0,0,213.83,37.437
ESW11889,475,398.087,462.55,476.531,469.933,495.116,377.494,491.73,467.272,386,334.001,437.137,487.023,522.392,378.654,526.193,424.399,465.921
ESW12601,442.412,383.691,412.164,463.678,452.526,440.378,403.584,430.781,623.517,499.046,503.366,448.058,451.499,506.848,525.807,589.416,345.23,418.918
ESW13478,547.101,440.435,545.646,432.733,715.795,740.164,610.68,569.694,1235.806,931.964,996.634,895.163,817.196,998.455,848.117,769.773,575.65,690.169
ESW11314,1097.201,831.617,889.638,926.336,861.538,837.447,793.235,1100.054,871.02,840.475,677.773,959.622,897.267,1014.721,676.449,948.357,885.812,1052.799
ESW11313,118.694,172.571,147.719,129.092,106.423,88.14,54.704,143.082,167.182,0,81.462,114.851,76.705,178.935,124.155,222.602,111.257,112.367
ESW11490,2,1.02,0.9,2.001,0,0,0,2.118,0,0,1,2.119,1.017,0,1,0,0.847,2.062
ESW13444,100,102.582,51.186,159.303,97.394,31,51.537,70.318,14,4,22,55,42,71.476,66.784,93.26,18.005,18.747
ESW11291,683.002,641.629,583.89,785.611,550.04,737.764,625.475,1217.493,354.139,301.998,236.035,657.337,681.408,644.128,250.292,518.292,797.258,919.332
ESW12081,15,12,21,20,15,19.027,12.748,17.077,13,8,7,18,20.039,21,13,18,28,19
ESW11504,0,0,0,3.831,4.715,3.853,1.632,3.764,1.608,6.25,1.637,3.803,2.283,6.446,5.905,6.043,1.6,3.941
ESW11505,11,3,4,7.169,7.285,27.147,9.415,14.236,19.392,15.75,10.363,8.197,7.717,17.525,15.095,7.957,16.4,11.059
ESW13312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ESW11948,469.082,525.041,546.229,547.082,527.864,479.979,428.421,613.55,700.957,551.163,520,568.178,479.495,612.771,469.837,580.357,503.022,617.176
ESW11975,133.026,127.65,165.482,127.301,137.718,162.678,114.273,160.769,129.222,95,86.335,129.506,139.482,131.526,84.08,138.064,120.401,128.411
ESW12486,0,0,0,0,0,0,0,0,0,0,0,2.088,1.067,0,0,0,0,0
ESW14522,98.219,120.764,127.476,111.956,102.412,142.871,120.492,180.03,171.548,105.415,102.624,127.824,155.281,165.801,108.94,147.182,134.38,156.098
ESW14521,170.781,155.65,148.007,174.589,186.647,206.037,116.964,150.471,188.791,140.585,128.376,182.844,158.405,210.268,158.06,163.305,124.781,146.023
ESW12728,9,18.016,10,13.019,24,17,10,25,10,5,8,12,7,14,12,17,17,16.035
ESW13028,133.584,85.781,107.69,102.024,132.224,94.585,93.374,116.407,97.369,82.299,78.544,95.052,99.128,104.062,80.713,121.418,106.123,148.057
ESW13638,2221.305,1857.211,2055.929,2032.328,1614.937,2336.424,1850.624,2605.526,1443.834,1046.298,911.858,2307.209,2004.26,2283.985,904.683,1922.413,1966.627,2207.288
ESW13339,330.032,255.618,293.867,202.095,360.032,259.358,267.82,265.016,468.595,371.598,359.979,345.345,302.411,313.304,366.257,482.278,241.898,239.182
ESW13340,0,0,0,5.546,0,0,0,0,11.139,5.402,9.928,0,0,0,0,0,0,0
ESW14013,21,12,19.003,12,17,13,7,22,15,5,14,17,25.151,21,3,15,19,19.082
ESW11191,25,21.036,11,10,18,11.049,8,20.113,19,14,13,9,7.05,19.082,13,22,11,11
ESW11474,2634.913,2625.655,3462.188,2468.935,2098.495,2159.603,1803.878,2913.561,2306.836,1975.74,1717.055,2411.21,2069.167,2542.907,1749.839,2758.824,2445.517,2649.719
ESW11463,0,28.015,17.895,17.657,36.17,24.144,14.917,34.719,35.669,24.556,12.269,38.305,0,32.098,32.755,45.154,40.833,65.867
ESW11462,395.801,390.4,534.74,496.241,442.349,253.058,183.553,411.344,315.578,223.533,279.903,251.087,234.021,327.05,255.432,364.48,429.014,384.071
ESW12468,3077.456,1240.663,1702.663,1229.359,2903.801,2154.515,2036.738,1018.732,1599.012,1022.943,1583.927,1881.138,1789.663,2062.12,1844.391,3058.616,799.325,881.511
ESW11698,214.844,169.043,196.127,198.142,214.316,221.008,149.416,251.557,220.685,158,150.108,209.717,192.164,256.428,154.024,205.48,197.159,256.828
ESW14435,2,1,0,0,0,2,0,3,1,0,1,1,1,1,0,1,0,0
ESW13745,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ESW13545,180.135,115.015,0,0,540.474,241.363,44.349,130.757,50.586,199.256,175.221,189.516,211.76,112.049,188.843,302.924,174.658,199.318
ESW13544,71.216,0,179.313,137.165,23.112,0,220.884,78.486,253.86,83.533,0,74.03,24.022,139.696,169.535,70.232,0,24.124
ESW13546,1590.119,1023.349,1207.855,1101.947,1793.708,1258.34,1164.381,1274.612,1423.503,1089.13,1247.54,1451.209,1481.828,1506.535,1799.033,2004.598,1106.858,1170.653
ESW13778,169.315,150.441,168.162,157.031,191.536,207.03,164.024,218.723,275.22,217,188.839,232.944,189.25,234.035,171.404,244.607,167.436,227.997
ESW14031,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
ESW14030,2,1,1,1,1,0,2,0,4,4,0,5.385,0,1,1.5,3.006,0,3.804
ESW13590,0,0,0,0,1,1,0,0,0,1,0,0,1.001,0,0,0,0,0
ESW14507,624.955,545.34,600.536,622.502,583.851,586.669,481.761,734.205,616.937,492.109,432.687,611.898,589.047,685.018,436.128,624.639,595.313,691.867
ESW11104,37,29,22,30,55.038,19.03,32.263,33.044,32,22,51,29.015,26,38.001,22,35,44.022,25.212
ESW12716,1679.665,1393.963,1760.953,1559.638,1450.133,1846.902,1460.003,1789.12,2020.316,1501.486,1362.142,1882.782,1591.558,1995.894,1364.092,1936.327,1537.475,1747.765
ESW14066,89.075,60.103,65.1,53,60.17,112.894,59.003,69.141,81.576,69,52,62,63.42,77.122,64.987,98,56.114,77.194
ESW11527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.802,0
ESW11526,18,27,16,32,44.251,21,23.035,19,33.008,20,43,21,29,32.611,43,40,24.494,21.117
ESW11218,147.183,121.819,155.431,82.538,214.483,68.617,51.17,153.874,86.576,56.217,79.621,92.826,90.579,81.419,152.375,187.17,181.482,188.16
ESW12252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.864,0
ESW12254,2.856,4.319,0,0,13.88,0,0,0,0,0,0,16.564,7.155,9.561,4.385,1.709,0,8.447
ESW12253,33.417,20.104,22.996,22.122,27.812,19.789,16.001,19.042,41.939,39.716,36.554,10.416,22.995,21.382,42.379,65.279,9.939,17.717
ESW13831,180.326,70.938,106.667,80.287,74.824,74.803,108.868,118.263,128.308,118.07,103.943,87.531,102.437,159.388,154.831,240.911,93.052,134.492
ESW13830,1238.449,726.554,664.531,887.017,946.348,806.263,759.422,890.806,757.273,679.93,624.771,862.803,750.478,807.03,646.845,1132.573,611.486,883.414
ESW11902,464.245,393.397,406.661,480.05,470.906,546.655,445.15,537.01,449.32,360,319.209,550.995,461.399,482.089,289.371,414.601,412.317,483.836
ESW14226,261,229.628,243.588,214.294,300.724,307.69,275.56,347.004,272.712,214,169.447,276.665,275.936,280.346,202,279.504,262.439,278.487
ESW13883,30.824,17.179,19.75,9.078,13.283,23.754,14,26.682,23.132,11.512,17.947,12,14.222,23.789,12.436,22.911,19.88,20.422
ESW12662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW12012,42.311,27.964,42.025,19.295,41.954,20.989,20.035,25.597,30.999,30.229,26.438,25.262,22.093,26.998,45.398,46.983,17.998,26.998
ESW12833,295.981,209.31,266.388,226.505,360.87,346.088,237.151,305.507,341.558,220.191,258.488,305.271,260.585,337.438,238,315.405,282.857,266.423
ESW12519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW14072,75.059,60.965,30.068,66.057,65.55,24.721,74.022,25.861,90,54,55,65.157,64.864,76.063,82,58.17,26.124,8.616
ESW14073,0,0,23.932,0,28.45,57.279,0,41.989,0,0,0,0,0,0,0,49.83,39.876,63.448
ESW12403,6,4,3,0,3.373,0,0,1,0,0,0,2,5.992,3,0,3,3,1.01
ESW13709,4,1,2,2,1,2,0,2,5,2,5,4,1,5,3,5,1,1
ESW12860,46.898,25.745,43.136,49.231,53.045,39.81,28.133,46.189,37.799,29.418,30.83,31.044,35.858,43.067,30,39.255,29.093,35.451
ESW12861,1.631,5.672,0,2.319,0,0,0,0,0,0,0,1.787,0,0,0,0,0,0
ESW14547,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ESW12301,9.449,19.882,27.625,3.235,7.811,24.468,20.002,0,37.118,54.912,35.339,69.862,20.038,55.562,53.233,64.963,11.936,19.879
ESW12300,324.551,232.781,334.54,254.766,406.686,297.062,252.647,247.922,470.877,326.088,368.748,402.278,353.49,449.229,319.045,380.073,272.019,429.438
ESW14458,32.985,38.131,50.858,40.49,47.506,60.309,41.934,51.295,46.677,23.574,19.082,53.676,62.015,60.051,26.215,18.08,52.373,36.204
ESW14457,52.105,82.846,70.161,113.872,107.933,44.755,40.194,132.857,23.323,14.426,33.918,42.565,34.421,63.425,32.785,54.034,135.986,112.016
ESW11507,50.121,25.149,65.784,31.488,65.038,64.493,34.408,48.426,63.726,57.282,52.331,80.01,49.764,53.907,37.885,47.6,33.463,45.532
ESW11508,22.865,23.851,24.216,17.791,24.305,28.949,27.666,29.574,36.274,32.718,36.455,0,28.448,32.08,47.115,32.548,19.823,14.468
ESW12615,874.087,782.787,817.541,928.376,995.785,1100.156,884.228,1162.902,962.06,729.679,711.898,1093.902,946.114,1154.556,780.474,1049.769,931.438,1070.957
ESW13754,510.761,799.634,930.174,832.558,1380.468,914.589,732.313,660.013,640.847,494.996,727.17,920.617,728.181,1066.582,949.926,903.284,899.7,1068.242
ESW14330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW14491,129.095,120.002,141,134.024,214.029,172.341,142.278,215.271,191,140,138,191.019,153.996,177.081,129,138.115,178.446,196.652
ESW12459,400,325.986,389.872,363.609,510.834,496.435,418.579,394.561,629.149,426.889,414.106,429.428,388.401,455.996,399.046,458.751,349.203,413.599
ESW11646,2557.845,2850.388,3384.707,2669.684,2246.236,3193.117,2376.918,2952.804,3061.676,2198.146,2328.135,3704.844,3145.534,4462.935,2630.143,3313.966,3360.757,5129.689
ESW13056,5.007,14.002,18.002,22.406,12,6,4,43.914,0,1,1,4,1,2,1,3,38.014,24
ESW13924,5.815,12.037,17.163,6.002,6.512,9.386,11,8.949,11.843,14,13.221,14.496,13.194,12.592,9,14.792,11.374,10.037
ESW14306,172.571,159.117,204.351,185.425,171.839,161.146,157.402,172.052,241.773,239.294,203.548,172.435,167.013,201.112,190.262,230.126,171.517,224.572
ESW14307,192.644,148.291,172.264,166.486,276.899,222.036,147.88,241.311,341.349,207.75,214.45,223.89,204.974,210.617,195.057,208.379,200.615,180.524
ESW11693,410.526,352.716,334.452,486.47,326.784,426.478,388.918,527.59,386.103,312,298.74,455.703,435.421,432.878,270.044,405.453,338.794,392.526
ESW13862,25,17.677,20.399,13.786,32.009,21,23.926,41.647,15.006,10.687,17,40,24.031,28.601,23.142,33.187,28.928,18.179
ESW13861,0,14.323,16.619,7.214,0,0,7.074,7.355,0,9.313,0,0,0,3.537,8.858,9.866,1.932,21.821
ESW12041,13.001,3,3,9,19,2.027,8,6,7,7.001,12,7.919,10,12.638,19,11.319,6.002,7
ESW13204,7,9,13,9,19,15,10,9,26,9,18,16,12,13,8,20,23,15
ESW11379,348.729,237.182,265.843,252.545,393.814,282.342,312.453,228.322,432.234,335,311.884,342.273,292.454,353.736,343.019,426.487,205.828,217.278
ESW13058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW13904,5,2.626,5.043,4,3,4,3,2,8.013,10,8,2,2,3.472,8,4,0,5
ESW11876,1449.487,1127.517,1209.577,1141.87,1305.122,1316.932,1057.083,1526.952,1330.084,1091.245,953.563,1293.258,1247.397,1483.675,1002.714,1386.677,1189.123,1438.714
ESW11955,109,88.187,127.788,114.21,184.107,118.047,84.867,139.171,80,58,69,109.562,105.156,126.339,82,143.11,117.846,139.103
ESW14372,121,98.36,128.122,101,145.462,133.205,115.001,135,120,87,90,134,141.042,122.274,145.041,163,122.281,125.011
ESW11189,356.196,298.678,267.615,284.846,354.837,199.059,260.014,349.453,195.424,175,185.22,296.443,280.635,327.113,225.021,394.229,245.683,296.966
ESW14067,54,33,29,27,104.149,42.027,28.057,42.055,35,18,25,33,33,27,24,63.229,54.304,58.032
ESW14356,85.703,23.556,43.699,15,45.753,18.565,11.772,16.009,20.34,5.409,19.25,21.62,14.045,27.862,25.562,44.627,18.476,15.513
ESW12286,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
ESW14011,104.01,85.048,105.531,65.393,158.074,174.683,175.298,94.974,481.477,408.458,370.416,159.643,121.145,189.191,213.539,176.806,92.442,89.235
ESW14012,44.688,2.883,32.239,20.7,99.866,69.321,54.267,41.361,175.376,155.707,165.021,76.262,87.616,50.257,104.152,113.145,34.144,31.956
ESW12978,35,28,26.248,17.881,27.204,17.624,16.928,29.712,22,22,16,16.517,26.092,16.301,19.014,37.923,18.894,13.39
ESW12409,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
ESW14290,0,4,2,1,0,0,1,2,0,0,0,8,2,1,1,1,1,3.017
ESW14285,33.953,60.667,57.687,85.253,42.251,27.771,11.007,24.526,20.188,29.643,20.421,27.087,15.264,32.28,25.636,45.455,28.641,51.045
ESW14185,3818.134,2911.324,2690.851,3374.13,5616.76,7980.829,6493.569,6638.24,4456.172,3136.339,4057.766,6651.789,6028.035,7001.89,3597.534,4550.578,6071.831,6878.332
ESW14184,36.107,7.168,6.983,2.32,0,48.022,48.813,53.448,16.221,33.508,35.947,54.391,44.553,91.557,0,16.906,44.46,53.786
ESW11633,0,0,1.608,5.938,1.949,0,1.299,0,0,0,0,4.324,0,0,0,0,1.415,0
ESW11632,26.006,16.054,26.392,29.126,43.051,37,19.703,24.023,13,9,18.013,21.676,17.933,31,23,34.09,22.585,26
ESW14545,435.116,371.389,435.127,426.015,440.348,505.075,349.575,471.664,482.686,325,342,441.166,419.581,468.348,386.582,486.238,386.154,431.569
ESW11172,76.108,42.242,103.896,40.886,80.495,108.141,90.218,54.431,151.39,114.95,172.807,135.148,95.527,125.069,205.947,168.924,92.397,66.863
ESW11171,32.99,40.185,23.144,37.276,59.748,26.516,30.539,48.773,86.626,72.948,31.989,69.325,68.826,74.24,48.929,56.155,31.654,59.2
ESW12276,178.537,135.798,143.847,149.34,194.742,180.702,92.621,132.695,162.094,112.127,111.51,145.231,129.046,162.376,118.652,166.89,110.231,123.731
ESW12277,0,0,1.976,0,1.972,0,0,0,2.001,0,0,1.928,0,1.779,0,1.978,0,0
ESW12795,119,72.031,86.516,78,112.868,86.96,69.709,101,68.452,53,70,108.303,84.011,96.424,63.236,110.328,71,110.758
ESW11888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW14549,66,66.354,84,53.661,132.71,95,97.918,56,310.001,304.937,241.062,97.836,78.005,112.623,199.291,153.916,67.194,58.033
ESW12709,131,125.532,124.585,125.298,122.234,195.84,125.187,155.154,154.72,117,105,144.541,114.683,145.721,94.299,127.215,108.164,142.305
ESW12892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ESW14163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW11276,58.313,20.498,40.431,31.612,93.774,47.076,53.729,33.165,164.44,175.759,176.864,94.414,69.398,91.674,176.885,139.937,39.957,29.04
ESW11274,32.687,12.511,28.669,17.407,78.215,39.95,24.476,11.835,115.633,60.241,50.18,56.595,99.11,51.698,86.115,64.604,7.053,28.056
ESW13441,880.372,636.503,766.923,711.148,1041.252,955.164,824.302,726.462,1964.58,1409.008,1282.341,1034.077,909.161,1214.036,1501.644,1441.703,625.455,675.83
ESW13484,832.539,646.033,640.411,810.44,805.388,794.101,688.836,706.902,845.051,634,601.455,687.784,606.046,707.598,766.599,943.053,555.366,643.196
ESW14224,0,0,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ESW12575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW11413,4.536,0,0,0,4.536,4.48,0,4.439,0,0,0,0,0,0,0,0,0,0
ESW11412,387.616,287.579,329.994,295.623,333.701,395.744,241.817,347.346,250.466,203.342,176,274.384,270.947,305.169,156.476,320.201,300.009,306.374
ESW13548,42.076,12,12,19.28,27.004,30,20,37.196,20.199,9,8,15,16,25.183,15.007,16.009,21.009,20
ESW13296,417.203,342.886,315.858,460.843,418.496,348.763,325.872,398.094,282.73,217,222.715,305.501,308.848,336.604,306.006,425.061,264.517,315.65
ESW14463,203.585,149.186,161.257,162.098,206.194,157.725,134.369,189.324,207.619,151.283,136.546,187.881,164.631,179.841,160.364,176.525,176.092,160.074
ESW11203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW11484,16,19,13,17,18,10,10,13,9,12,11,13,17,10,18,20.008,11,9
ESW13108,24,11,14,14,8,12,9.001,12,4,10,11,8.27,8,8,9,17,19,22.002
ESW12945,116.65,142.823,101.203,135.418,149.021,83.51,109.132,239.889,127.863,97.547,101.387,157.499,146.599,151.007,95.376,118.014,134.74,153.11
ESW12942,38.143,0,30.903,36.337,0,44.17,22.531,0,0,23.132,0,0,32.086,35.747,13.012,34.3,27.832,23.858
ESW12944,0,0,0,7.516,0,0,0,0,0,0,0,5.95,0,0,0,0,0,0
ESW14249,26.308,28.146,44.364,49.435,28.361,19.216,11.048,51.095,20.648,18.054,17.066,31.676,11.27,30.562,18.121,35.292,32.029,50.683
ESW14251,27.692,38.426,17.636,27.758,39.621,22.702,25.952,54.905,30.362,16.946,19.934,39.324,30.735,39.443,34.879,21.708,32.835,32.212
ESW14252,0,0,0,0,0,8.076,0,0,0,0,0,0,0,0,0,0,0,0
ESW12653,16.407,8.819,12.058,15.705,7.971,18.061,16.75,19.863,17.265,3.66,8.799,7.877,9.952,23.43,15.136,14.281,15.52,12.993
ESW13509,86.071,114.468,117.691,148.062,124.244,118.326,69.102,168.996,123,96,112,140.531,97.197,108.342,111,124.084,144.833,144.46
ESW11873,1,0,0,0,1,0,0,1,2,0,1,2,3,2,1,1,0,1
ESW14459,545.645,471.206,544.871,460.49,503.313,589.491,417.978,496.819,605.755,490.592,456.317,555.633,522.465,603.975,481.481,603.88,468.877,516.394
ESW13066,3,5.944,4,16,9,4,1,13.026,1,2,6,2,4.002,1,2,5,4,4.001
ESW11534,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW13652,316.982,223.286,240.808,250.227,290.809,263.401,238.564,268.202,324.745,261.214,228,252.469,245.145,319.339,269,328.623,233.157,239.655
ESW12619,469.764,339.735,425.506,471.5,499.96,560.362,373.786,567.032,568.439,380.073,368.001,552.847,483.905,541.619,366.341,442.835,425.027,471.061
ESW11914,243.023,168.416,169.159,179.77,240.326,0,128.926,231.606,145.853,201,172.02,168.899,150.759,278.988,168.676,145.491,134.145,153.203
ESW11915,0,0,0,0,0,229.297,67.491,0,101.684,0,0,85.522,92.44,0,33.525,94.984,52.177,48.405
ESW13735,89.945,83.217,85.171,97.553,98.87,93.678,84.541,107.342,64.013,63.793,48.04,86.023,84.245,80.167,46.767,74.839,75.739,99.155
ESW12096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW13053,448.624,369.386,376.652,465.175,498.796,524.087,410.778,441.532,581.91,477.005,448.431,472.938,411.335,528.921,513.619,602.177,368.009,393.732
ESW13956,34,27.283,36.208,13,21.814,36.004,32,23,64.805,38,55.229,33,17,39.629,39.871,44.043,26,17
ESW13955,0,0,0,0,0,0,0,0,0,0,5.127,0,0,0,0,0,0,0
ESW13957,0,1.717,1.792,0,7.186,0,0,0,2.195,0,0,0,0,2.42,6.129,0,0,0
ESW13046,199.547,136.575,136.559,152.167,207.337,229.016,153.201,194.377,166.319,160.22,145,167.095,178.435,191.257,129,196,151.133,177.016
ESW11295,223.605,200.415,212.165,211.688,177.295,215.811,163.284,257.204,143,107.135,130,197,200.647,227.837,110.156,193,208.937,222.282
ESW12195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESW13722,704.888,736.8,1005.7,607.791,622.395,927.626,613.109,1020.63,964.426,657.999,650.401,795.444,710.995,878.676,632.605,933.574,789.394,896.012
ESW12238,157.068,108.683,118.207,144.647,150.98,164.386,121.648,139.996,171.215,112.158,105.06,153.257,138.199,152.764,160.649,192.213,128.386,123.856
ESW12184,3,2,1,4,3,3,3,2,2,1,1,2,1,5,0,5,4,3
ESW13550,3813.757,3587.491,3876.924,4155.548,3766.602,5058.433,3845.947,5181.055,4610.13,3175.44,2938.292,4954.413,4243.429,5192.271,3109.224,4243.255,4356.002,4915.475
